"BLD_NM","GRND_FLR","HEIGHT","height2","geometry"
"가락쌍용아파트","21","58.6","73.5","POLYGON ((127.12892990173577 37.49464140699843, 127.12830780445442 37.49463048039363, 127.12830326702267 37.494742488463395, 127.12892688386333 37.49475538664051, 127.12892990173577 37.49464140699843))"
"가락쌍용아파트","21","58.6","73.5","POLYGON ((127.12948711703771 37.49465437381032, 127.12899646936435 37.494646353755876, 127.12899221049406 37.49476197455683, 127.12948018939227 37.49476951097934, 127.12948711703771 37.49465437381032))"
"가락쌍용아파트","22","61.4","77","POLYGON ((127.12752125821936 37.49653349291573, 127.12732057492197 37.496530237934664, 127.12732026804576 37.49663043834199, 127.12752070350898 37.49663409903712, 127.12751963644988 37.496658598333205, 127.12771434051784 37.49666336403084, 127.12771352718121 37.49673780542162, 127.12795956317964 37.49674435391056, 127.12796020852653 37.49663078231941, 127.12771928517786 37.49662476896942, 127.12772207134358 37.49656012833707, 127.12751951447865 37.49655907413255, 127.12752125821936 37.49653349291573))"
"가락쌍용아파트","23","64.2","80.5","POLYGON ((127.1271836667556 37.494617618777944, 127.12698092902875 37.49461346440068, 127.12697809473984 37.49471728053072, 127.12716209362006 37.494720445723274, 127.12715326460527 37.49503928265375, 127.1271512703952 37.49511116648016, 127.12728971955805 37.49511340682206, 127.1272920159323 37.49503972067359, 127.1273018984537 37.49472234223019, 127.12718127785351 37.494717127663016, 127.1271836667556 37.494617618777944))"
"가락쌍용아파트","23","64.2","80.5","POLYGON ((127.1289063791757 37.49528616927841, 127.1289070472245 37.49526004859639, 127.12893045476098 37.49525985216514, 127.12893283736896 37.49523787422936, 127.12898863213623 37.495238093353095, 127.12899437649271 37.4950450391004, 127.12899713672483 37.49495251252819, 127.1288539195963 37.4949525138039, 127.12885279811202 37.49504459711715, 127.12885013902414 37.495263416610285, 127.12835707701294 37.495254342337454, 127.12835379721594 37.49536776361543, 127.1288425710444 37.495381653857436, 127.12885102682782 37.495286796578085, 127.1289063791757 37.49528616927841))"
"가락쌍용아파트","23","64.2","80.5","POLYGON ((127.12816250171603 37.49504241985588, 127.12817706597366 37.49474073172832, 127.12805713905922 37.49473787792976, 127.12805748150429 37.49463923617931, 127.12785666570679 37.494634883027025, 127.12785608171392 37.49462384641219, 127.12736831401307 37.49461347391838, 127.12736445810665 37.49472813016484, 127.12803580218079 37.494738738709835, 127.12803008176326 37.494934027379934, 127.1280217586666 37.49493382906244, 127.12801941935027 37.495041969476155, 127.12801756228654 37.49512762944515, 127.12815815329952 37.49513256947281, 127.12816250171603 37.49504241985588))"
"가락쌍용아파트","23","64.2","80.5","POLYGON ((127.12900296277734 37.49561920046655, 127.1290081069488 37.49542565132388, 127.12923645957551 37.4954295582921, 127.12923697244135 37.49531237380709, 127.12899376420496 37.49531020377754, 127.12899168363482 37.49542338951776, 127.12886620699899 37.49542272294701, 127.12884107922966 37.495935049028944, 127.12896792846331 37.495937741392545, 127.1289770670683 37.49561924642679, 127.12900296277734 37.49561920046655))"
"가락쌍용아파트","24","67","84","POLYGON ((127.12877289907702 37.49593345563877, 127.12828297623518 37.49592430559976, 127.12827864799813 37.496039719195316, 127.1287689497451 37.496045138708006, 127.12877289907702 37.49593345563877))"
"가락쌍용아파트","24","66.8","84","POLYGON ((127.12715229153403 37.495238474621985, 127.126947758749 37.49523707915585, 127.1269465889655 37.49534225401542, 127.12713093736517 37.495343887185186, 127.12711549053088 37.49582340626047, 127.12724196625729 37.495826046814535, 127.12725615198922 37.49534349269897, 127.12714784886806 37.49534059857694, 127.12715229153403 37.495238474621985))"
"가락쌍용아파트","24","67","84","POLYGON ((127.12781770261356 37.495241918758666, 127.12732241817302 37.49523583386026, 127.12732056262043 37.495349839243815, 127.12798997965524 37.49536109881522, 127.12797575864062 37.495840049055985, 127.12810401991977 37.49584197498682, 127.12811978790187 37.495362176134584, 127.12801189066101 37.49535859761047, 127.12801547881199 37.495260078535296, 127.12781768200556 37.49525654199509, 127.12781770261356 37.495241918758666))"
"가락쌍용아파트","24","67","84","POLYGON ((127.12809545066614 37.49686855524345, 127.1280971412168 37.49680487083773, 127.12830184802515 37.49680632719368, 127.12830182511485 37.49670581179212, 127.12824702303635 37.49670478939105, 127.12824605187002 37.49669889790064, 127.12807782639989 37.49669759158272, 127.12807686466918 37.49680450513096, 127.12797043039268 37.49680463711923, 127.1279711793226 37.49696713144823, 127.12809177281208 37.496967506869574, 127.12809492073951 37.496909686405616, 127.12810903326096 37.49690947306501, 127.12811052607951 37.49686934097971, 127.12809545066614 37.49686855524345))"
"가락쌍용아파트","24","66.8","84","POLYGON ((127.12711604605126 37.49593904888454, 127.1269114063133 37.495935698303036, 127.1269103638094 37.49603587247062, 127.1270926004326 37.496038201709304, 127.12708158710986 37.49651832869039, 127.12720687553121 37.49652031281357, 127.12722174564449 37.49604106469693, 127.12711294392419 37.496038153054506, 127.12711604605126 37.49593904888454))"
"가락쌍용아파트","24","66.8","84","POLYGON ((127.12808535958584 37.496511040715795, 127.1280971354424 37.49603091282823, 127.12797883515883 37.496028237409334, 127.12798147174382 37.495948802522214, 127.12728964919314 37.49593162016886, 127.12728674673599 37.49604176136758, 127.12769339527485 37.49605040083276, 127.12777275077764 37.4960535956918, 127.12777318269244 37.49604146778486, 127.12797206989335 37.4960466250285, 127.1279606260568 37.49650952544972, 127.12808535958584 37.496511040715795))"
"가락우성2차아파트","20","56.2","70","POLYGON ((127.12570803375374 37.491855451740854, 127.12585081451711 37.49168443601029, 127.12583622239724 37.49167441422977, 127.12584819979872 37.49166236427159, 127.12583591516285 37.49165278155256, 127.12585529865994 37.491626857416556, 127.12585353649102 37.49160748777937, 127.1256853801365 37.491511221622574, 127.12561667264403 37.49159850156385, 127.12576034849855 37.49167451206161, 127.12574806266038 37.491691508823024, 127.12571401848295 37.49167285788301, 127.12560536778744 37.491798391189, 127.12570803375374 37.491855451740854))"
"가산 A1타워","15","70.5","52.5","POLYGON ((126.87891521178014 37.48259153230523, 126.87882832376356 37.482784887019974, 126.87882598445992 37.482784217850295, 126.87882385110643 37.48278897291999, 126.87882469867749 37.48278921707029, 126.87879555811601 37.482854067884226, 126.87872786512247 37.48283474316914, 126.87871794734355 37.48285679837468, 126.87851890293283 37.4827999994807, 126.87842856393642 37.48300103583881, 126.87894907828213 37.483149566312264, 126.87916603552257 37.48266406157699, 126.87891521178014 37.48259153230523))"
"가산 더블유센터","20","83.1","70","POLYGON ((126.8801798379152 37.481171760791014, 126.88000672137682 37.48152703685979, 126.8801231722251 37.481563079468344, 126.88012522541518 37.481558882912466, 126.88056102718845 37.481693750180874, 126.88066375479703 37.48148293093122, 126.88043346331202 37.48141166924938, 126.88042875571843 37.481421323157505, 126.8803871249719 37.48140844122202, 126.88039022714113 37.48139876764978, 126.88038510727844 37.481397663179926, 126.88045386093992 37.48125656478034, 126.8801798379152 37.481171760791014))"
"가산 센트럴 푸르지오 시티","20","65.96","70","POLYGON ((126.8908941232646 37.475730595323206, 126.89100731323965 37.475590865702614, 126.89064802485801 37.475405985895144, 126.8906418862904 37.475413548553725, 126.89061387079265 37.47539913325955, 126.89088000361504 37.475070625053114, 126.89086310400057 37.47506192356813, 126.89087157564234 37.47505146185501, 126.890917645897 37.475073156066266, 126.89091151867564 37.47508072775993, 126.89129646074319 37.47527880335878, 126.89130577046289 37.47526729723406, 126.89135506885978 37.47529266136375, 126.89135629203503 37.47529114882038, 126.89137823005089 37.47530244080695, 126.89148027405695 37.4751764766566, 126.89082075875486 37.47483711989257, 126.89035569966944 37.475411180348935, 126.8904758498888 37.475473002950565, 126.89045162388936 37.47550290246437, 126.8908941232646 37.475730595323206))"
"가산 아이에스비즈타워","16","65.7","56","POLYGON ((126.88307196987783 37.472629206160605, 126.8830279181393 37.47272767761315, 126.88304282243222 37.472731909248274, 126.88303636725465 37.47274633683643, 126.88302107726105 37.47274295175611, 126.88298294728502 37.472828247461386, 126.88310927649813 37.47286508996213, 126.88304093243006 37.47301258764609, 126.88325604565324 37.47307365682458, 126.88326115082072 37.47306222821242, 126.88327926431965 37.473067373041474, 126.88327414786397 37.47307879263311, 126.88338169894116 37.47310934507336, 126.88348600022482 37.47287731502183, 126.88348219169676 37.47287656338572, 126.88349016697829 37.47285874051236, 126.88349335350313 37.47285964469742, 126.8835382625671 37.47276200285142, 126.88307196987783 37.472629206160605))"
"가산 양우 내안애 애플","18","62.45","63","POLYGON ((126.89130394839337 37.478725430992576, 126.89105140034309 37.4785733313394, 126.89103776719432 37.478587707590485, 126.8910328084163 37.47858472063859, 126.89103416721315 37.47858328030639, 126.89102966026259 37.478580564077326, 126.89098876078405 37.47862369281804, 126.89099056809228 37.47862477571048, 126.89093876427502 37.47867940903478, 126.8909432712283 37.47868212526726, 126.89094463002868 37.478680684936144, 126.89111781486353 37.47878498463703, 126.89111644475892 37.47878642495954, 126.89112096303073 37.47878914119581, 126.89112232182963 37.478787700862654, 126.89114757892952 37.4788029153439, 126.891103271104 37.47884963593554, 126.89114801326676 37.478876581643064, 126.89114763992801 37.47887675248463, 126.89114732315733 37.478876896349014, 126.89114679143327 37.478877139122844, 126.89114592026093 37.47887757078991, 126.89114418908939 37.478878524234624, 126.89114205034396 37.4788798647293, 126.89114011487527 37.47888135858409, 126.89113856401116 37.47888270863788, 126.89113730726666 37.478883941836195, 126.89113595952013 37.47888555337012, 126.89113470198045 37.47888732716859, 126.8911336929798 37.47888922733953, 126.891132967416 37.47889058717414, 126.89113222968507 37.478892532648516, 126.89113149166252 37.47889467634293, 126.89113123978379 37.47889682049153, 126.89113075134738 37.47889837876804, 126.89113099807096 37.47889973951097, 126.89113099634815 37.47890091081147, 126.8911312314746 37.47890246976394, 126.89113147905964 37.478903244856646, 126.89113172606156 37.47890441638944, 126.89113220991271 37.47890597557426, 126.891132693764 37.478907534759074, 126.89113317818506 37.478908706513685, 126.89113391191401 37.4789094820605, 126.89113415891606 37.47891065359332, 126.89113489178364 37.47891201479038, 126.89113586234868 37.47891318699916, 126.8911365954946 37.478914358986074, 126.89113756635126 37.478915332974765, 126.8911389437483 37.47891662269372, 126.89114049033296 37.47891818287118, 126.89114244478317 37.47891915777854, 126.89114387878828 37.47892039349024, 126.89114600237318 37.478921674896085, 126.89115247770168 37.478923600077586, 126.89115567605454 37.4789243869362, 126.89115906663044 37.478925155954194, 126.8911617567978 37.47892555490732, 126.89116444754814 37.4789255574202, 126.89116688957367 37.47892555970078, 126.89117006705084 37.47892516622735, 126.89117300766524 37.478924394111985, 126.89117545083 37.47892362153202, 126.89117789400794 37.47892283994204, 126.89118155904626 37.478921482851845, 126.89118376537446 37.47892031360989, 126.89118572354747 37.47891875670546, 126.89118840556144 37.47891701126651, 126.89119012689787 37.47891505770018, 126.89119183662395 37.478913311353324, 126.89119307225337 37.47891106000291, 126.89119453453924 37.47890843945345, 126.89119550996593 37.47890630499028, 126.8911965992969 37.47890359399243, 126.89119673928262 37.478900656857824, 126.89119674272612 37.47889831425681, 126.89119593318135 37.478895277125545, 126.89119541689526 37.47889270878887, 126.89119400854759 37.478889400798046, 126.89119169528291 37.4788864073129, 126.89119062397296 37.47888455024928, 126.89118888548302 37.47888279167292, 126.89118725994392 37.47888110528216, 126.8911854753704 37.478879932313774, 126.89118335199798 37.47887850674856, 126.89118123937489 37.47887745961405, 126.89117961243188 37.478876728283566, 126.89119002980414 37.47886574579054, 126.89120175471413 37.47887281157994, 126.89119105426384 37.47888409114018, 126.89119850559443 37.47889117996978, 126.89123838236543 37.47892085113545, 126.89136653849236 37.47878571230432, 126.89131421689606 37.478754209552285, 126.89127672578189 37.478793737563535, 126.8912623012087 37.478785047459624, 126.89130115112083 37.47874407911769, 126.89129664415087 37.47874136289882, 126.8912898275919 37.478748546533495, 126.8912844169643 37.47874528887026, 126.89130394839337 37.478725430992576))"
"가산 에스케이 브이원 센터","20","82.8","70","POLYGON ((126.88115100372063 37.480547983130535, 126.88072913855471 37.48042583638016, 126.88069670041747 37.48049697330911, 126.88050330111864 37.48044097639123, 126.88023779253137 37.48102190404338, 126.88053773523976 37.481109518535085, 126.88060588000717 37.48096004911499, 126.88062936291044 37.48096684867107, 126.88061898121727 37.48098963338018, 126.88072608955561 37.481020647261815, 126.88073099060706 37.481010173627745, 126.88093182743964 37.48106832214194, 126.88109879441181 37.48070206422383, 126.88108286041466 37.48069745287809, 126.88115100372063 37.480547983130535))"
"가산 테라타워","17","76.35","59.5","POLYGON ((126.88951810602107 37.47398301267117, 126.88924283825162 37.47432558284716, 126.88932102046581 37.47436549942505, 126.88931305102972 37.474365104427214, 126.88930105645305 37.474365084027525, 126.88928910607243 37.474365748430394, 126.88927920128793 37.47436682022598, 126.88926746384227 37.47436872821205, 126.88925974007051 37.47437036970917, 126.8892502401758 37.47437283844055, 126.88924277544766 37.47437512890434, 126.88923546857107 37.47437769882837, 126.88923367004021 37.474378390891204, 126.88922481270824 37.47438207658417, 126.88921794571394 37.47438532267682, 126.88921127051294 37.47438883024205, 126.8892032368656 37.47439357088891, 126.88919557572912 37.47439868130018, 126.88918690622255 37.4744052774063, 126.889180148364 37.47441113650713, 126.88917384223214 37.47441731138782, 126.88916691189712 37.47442510747889, 126.88913196001073 37.47446826829292, 126.88912497132033 37.47447728067903, 126.8891188542468 37.47448553705181, 126.88911349412163 37.47449411850509, 126.88910891359545 37.47450299803051, 126.88910572554065 37.47451057242706, 126.88910181803699 37.47452297551128, 126.8890994250527 37.47453561429672, 126.88909858305404 37.47454678592393, 126.889098794783 37.47455638179957, 126.88910042627514 37.47456909649373, 126.889102650554 37.47457852309344, 126.88910514867709 37.474586265079374, 126.88910822355926 37.474593872463565, 126.88911517888275 37.47460715084303, 126.8891249594665 37.47462109865085, 126.88913676520494 37.47463401223123, 126.88915042679295 37.47464571122211, 126.88916735619976 37.474656971827166, 126.88919563069959 37.47467169405263, 126.88919074914301 37.47467776216776, 126.88932308684328 37.47474530087623, 126.88938526723224 37.47466790974238, 126.89014688808507 37.4750566375983, 126.89031467128717 37.474847826163575, 126.89032037603076 37.47485074176909, 126.89044829110259 37.47469155585922, 126.88982993334416 37.47436845927205, 126.8899207788492 37.47425540623794, 126.88992649483743 37.47425832187337, 126.8899645952829 37.474210902053606, 126.88951810602107 37.47398301267117))"
"가산 한화 비즈메트로2차","18","71.15","63","POLYGON ((126.88091382220728 37.47234787604511, 126.8812937070802 37.472452617250305, 126.88129673707842 37.472445349242484, 126.8814490827275 37.472485661813955, 126.88141460655632 37.47256843792111, 126.88199604394352 37.47272390075047, 126.88211111274336 37.472441066246994, 126.88164813249313 37.47231807919737, 126.88166832542986 37.47227386946307, 126.8814740638811 37.472225522708015, 126.8814626926913 37.47226711044456, 126.88100207167055 37.47214760112841, 126.88091382220728 37.47234787604511))"
"가산대명벨리온","16","54","56","POLYGON ((126.87752298983723 37.47850292162948, 126.87800507673415 37.4786380181277, 126.87806808055754 37.47849522115825, 126.87807874815697 37.478498205607586, 126.87810874072544 37.47843021131578, 126.87805968567152 37.478416464849786, 126.87804917753225 37.47844025833231, 126.87779427453292 37.478368830609995, 126.87791803539035 37.47808833416498, 126.87781671651481 37.478059945702384, 126.8778093290012 37.47807668758901, 126.87772176222835 37.478052431018746, 126.87752298983723 37.47850292162948))"
"가산비즈니스센터","15","60.8","52.5","POLYGON ((126.88065035991039 37.48024572540935, 126.88129415910691 37.48042417677593, 126.88139130532846 37.48020159309901, 126.8809966118508 37.4800921880476, 126.88076961220608 37.48002926462703, 126.88075794990442 37.48002594603408, 126.88075349630424 37.48002538286173, 126.88075112161488 37.4800256687552, 126.88074920998626 37.48002625245231, 126.88074775037359 37.480026971761596, 126.88074622231684 37.48002806942148, 126.88074482919056 37.480029626729944, 126.88074425099794 37.48003061724053, 126.8807430254581 37.4800334181021, 126.88074185665045 37.48003609288153, 126.88069154553722 37.48015550521657, 126.88070395385387 37.48015894170891, 126.88069907433487 37.48017011814651, 126.88068667732244 37.480166681665175, 126.88068610995512 37.48016796951692, 126.88068449394297 37.48016751736375, 126.88065035991039 37.48024572540935))"
"가양동강나루2차 현대아파트","19","52.8","66.5","POLYGON ((126.85589503543147 37.561559732690775, 126.85581144976081 37.56140916447596, 126.85569638209319 37.56144785503101, 126.85577934262055 37.56159968393852, 126.85589503543147 37.561559732690775))"
"가양동강나루2차 현대아파트","19","52.8","66.5","POLYGON ((126.85588399288818 37.56112155929367, 126.85582590624605 37.561018054135445, 126.85559167623006 37.56110634107948, 126.85559383546999 37.56115986247399, 126.85562011451967 37.56120710675377, 126.8555698311452 37.561222992109016, 126.85566750466397 37.56139808479226, 126.85578925556506 37.561356519350255, 126.85569203260643 37.56118241841024, 126.85588399288818 37.56112155929367))"
"가양중앙하이츠아파트","16","51.9","56","POLYGON ((126.84977385499457 37.56997649548336, 126.84948312229717 37.56966122640944, 126.84938225690127 37.56972164282298, 126.84967264982429 37.5700369117049, 126.84977385499457 37.56997649548336))"
"가양중앙하이츠아파트","16","51.9","56","POLYGON ((126.84932733635132 37.57023847742067, 126.84903786428399 37.56992158711315, 126.84893178482002 37.56998514985962, 126.84922578666382 37.570300965082154, 126.84932733635132 37.57023847742067))"
"가양중앙하이츠아파트","17","54.7","59.5","POLYGON ((126.84939819680729 37.569564711378234, 126.84932161373943 37.56948496540289, 126.84881559841659 37.56978182702101, 126.84889636831585 37.56986211932505, 126.84939819680729 37.569564711378234))"
"가톨릭대학교성모병원","16","60.65","56","POLYGON ((126.93715164359587 37.51845245545712, 126.9372101776225 37.51839094932226, 126.93720655952177 37.51838905526114, 126.93724743015827 37.518347541597066, 126.93724878678144 37.518348443331085, 126.93729361976176 37.51830305752431, 126.93725800722372 37.51828078355779, 126.93725166715222 37.5182872672788, 126.93723719608006 37.51827815934629, 126.93726530731689 37.51824962208161, 126.93727489661386 37.518239878521975, 126.93724732235637 37.51822263648054, 126.9370538733243 37.518101644446354, 126.9370197380961 37.518137377329516, 126.93699569057529 37.51816254703149, 126.93698333846577 37.518175487594604, 126.93698295407296 37.518175253125655, 126.93684348706427 37.518090627391416, 126.93682770432272 37.5181072781631, 126.93680057698876 37.518135923982854, 126.93657810819413 37.51799630969933, 126.93656789939006 37.51798989800542, 126.93640600579006 37.51788829366542, 126.93615273838543 37.518149271409925, 126.9365015259623 37.518364621719535, 126.93648216578706 37.51838452307008, 126.93653778927954 37.51841888162446, 126.93654016683374 37.51841645024358, 126.93694005262775 37.518670020559966, 126.93715244571685 37.5184536271888, 126.93715164359587 37.51845245545712))"
"갈월동 98-38 제2종근린생활시설 (웅비기업주식회사)","15","56.07","52.5","POLYGON ((126.97274468186001 37.541170063450096, 126.9724353383111 37.54111286475122, 126.97237042792416 37.541334592005455, 126.97267976095819 37.54139196205834, 126.97274468186001 37.541170063450096))"
"갈월동 오피스","20","91.45","70","POLYGON ((126.97271916317484 37.54070756876133, 126.97273332145551 37.54066982062511, 126.97275775928016 37.54067658402323, 126.97285664912023 37.54036017947033, 126.97230395552177 37.54025157354011, 126.97229522954662 37.54028607939852, 126.97236157927016 37.54046341114214, 126.97242120349794 37.540478112026776, 126.97240104727678 37.54054721318986, 126.97247266333969 37.54056741305903, 126.97245532664118 37.54063119906763, 126.97249605799959 37.54063805662784, 126.97248744811705 37.54066508428846, 126.97271916317484 37.54070756876133))"
"갈현1단지 e-편한세상아파트","22","59.4","77","POLYGON ((126.90671869954463 37.61241310860749, 126.90672632884908 37.61246113703438, 126.90678478916831 37.6124552375, 126.90680045635767 37.61251498512932, 126.90691521287847 37.61249498529459, 126.9067605540191 37.611900033394896, 126.90662846557773 37.61192344287639, 126.9066472533905 37.61203175593135, 126.90662788272842 37.61203453340003, 126.90663565437634 37.61206850664252, 126.90666284133835 37.6120645641795, 126.90669471662342 37.6122037913996, 126.90667749633762 37.61220774187969, 126.90669564146033 37.61227821319344, 126.9067278134635 37.61227301334716, 126.9067655875471 37.61240503743128, 126.90671869954463 37.61241310860749))"
"갈현1단지 e-편한세상아파트","22","59.4","77","POLYGON ((126.90622234814082 37.6120099882589, 126.90628212407479 37.61191359547502, 126.90579934391224 37.61172463852028, 126.90583531788675 37.61166897803642, 126.90559255680637 37.611575772663706, 126.90559000328697 37.61157984302376, 126.90553366693936 37.61166961604702, 126.9056562645038 37.6117254594078, 126.90565405798719 37.611732719524895, 126.90565546580761 37.61173887437082, 126.90565869894802 37.61174357110965, 126.9056646526287 37.611746432056165, 126.90567195639868 37.6117474831264, 126.90567696242813 37.611747451152645, 126.90568082618663 37.611746147867436, 126.9056824124858 37.6117456085668, 126.90568649305189 37.61174304408366, 126.90569144937679 37.61173761519084, 126.90569282171178 37.611736120676134, 126.9057616387768 37.61176127787247, 126.90577188379265 37.61176502525712, 126.90573773410854 37.61181995740637, 126.90581915364909 37.61185645914093, 126.90581694620923 37.61186444905497, 126.90581791095508 37.61187168471713, 126.90582207097778 37.611877823773035, 126.90582893027562 37.611881045838054, 126.90583851102649 37.61188172033199, 126.90584486808675 37.61187914867922, 126.90585345245353 37.61187075849241, 126.90610627519044 37.61197043149522, 126.90610452082095 37.61197841277102, 126.90610596034695 37.611986378609345, 126.9061096361645 37.6119903458987, 126.90611421989874 37.61199286334199, 126.90612060678191 37.61199354424094, 126.9061283432871 37.611992775650485, 126.90613287734335 37.611989851126054, 126.90614055514409 37.61198183859791, 126.90622234814082 37.6120099882589))"
"갈현동건영아파트","17","51.05","59.5","POLYGON ((126.91334301228295 37.62872297271474, 126.9133246347919 37.628735032095726, 126.91318771890701 37.628602305609206, 126.91314271061971 37.628631733914105, 126.91312222994573 37.62861180694235, 126.91306837881169 37.62864690476025, 126.91309926979768 37.628676750308735, 126.91308623219032 37.62868520973892, 126.91321353003781 37.62880855896502, 126.91323088705491 37.62879730971881, 126.91328859546591 37.62885330366251, 126.91321728492268 37.6288999210184, 126.91325564426904 37.628936979943106, 126.91324374032283 37.62894471945526, 126.91327644180436 37.62897645836572, 126.91326022966376 37.628987077789525, 126.91330854654842 37.62903387471402, 126.91330707268789 37.629034864688784, 126.91334837401588 37.62907489901157, 126.91332524622523 37.62909001816988, 126.91337492102859 37.62913816754934, 126.91338173460694 37.629133757843306, 126.9134012989567 37.62915278310537, 126.91337319415487 37.62917114207932, 126.91346077594416 37.629255989565, 126.91343334002619 37.62927389856274, 126.91351096424839 37.629349188202234, 126.91354384196069 37.62932776942724, 126.91354112621883 37.629325154564334, 126.91364145998847 37.62925963808241, 126.91360389253053 37.62922321056007, 126.91361283743537 37.62921745096064, 126.91363095352698 37.629235033539594, 126.91369670886931 37.629192105814575, 126.91362224142406 37.6291200621701, 126.91364413341485 37.62910575291415, 126.9135667242314 37.629030733813096, 126.91353781467019 37.629049542716196, 126.91341583425073 37.628931243295646, 126.9134926988886 37.6288818369294, 126.91341620662178 37.62880771938972, 126.91342470947312 37.6288021396698, 126.91334301228295 37.62872297271474))"
"갈현현대아파트","18","50.22","63","POLYGON ((126.90492648839331 37.61275928092438, 126.90489975913599 37.61275934914247, 126.9048879080465 37.61299017080591, 126.90501215188542 37.612991623942406, 126.90502172774745 37.61276827854956, 126.90504698626911 37.61276694772797, 126.90504869048779 37.61267513914104, 126.90508312143947 37.61267498708468, 126.9050865664395 37.61263841006424, 126.90509925236555 37.6126376996444, 126.9050979950391 37.61255886276408, 126.90496105747442 37.61255595776346, 126.90495912409712 37.61265848783934, 126.90493294984456 37.61265855651907, 126.90492648839331 37.61275928092438))"
"갈현현대아파트","20","55.8","70","POLYGON ((126.90499131303595 37.613078551576805, 126.90497951654005 37.61318846162115, 126.90541259261954 37.61321142971679, 126.90542179356208 37.613102508594956, 126.90499131303595 37.613078551576805))"
"갑을 그레이트밸리","20","82.5","70","POLYGON ((126.8874778158737 37.479910798045076, 126.88762875937499 37.4797250309841, 126.88763447563518 37.47972798276821, 126.88769744600259 37.47964050213715, 126.88764980676712 37.4796159129593, 126.88767161110353 37.47958909313457, 126.88766875298478 37.47958761273841, 126.88768335340349 37.479569642814944, 126.88769478590503 37.47957554637772, 126.88769848980621 37.47957099087794, 126.88768705730513 37.47956508731554, 126.88770165771503 37.47954711738971, 126.8877045158329 37.47954859778506, 126.88772630883811 37.47952176892895, 126.88777394805274 37.47954634906626, 126.88792489008668 37.479360581613, 126.88793060633077 37.479363533382916, 126.88799357604647 37.47927605258756, 126.88786210257206 37.479208206928305, 126.88785839869877 37.47921276243352, 126.88782601049041 37.479196044727146, 126.88782970305921 37.47919148921205, 126.88765011650305 37.479098810463164, 126.8874742890724 37.479315196620874, 126.88748429811916 37.47932036000913, 126.88744049684522 37.47937426970242, 126.88756434479758 37.47943818911872, 126.88755077512876 37.47945488960985, 126.88754791700377 37.47945341822078, 126.88752318403401 37.47948052351859, 126.88751937697795 37.47947855566252, 126.8875156730704 37.47948311115674, 126.88751948012664 37.4794850790129, 126.88749856549914 37.47951415217235, 126.88750142361178 37.47951563257259, 126.88748784260915 37.479532333045384, 126.88735398549511 37.4794632591614, 126.88719247372929 37.4796620261164, 126.88720248280275 37.47966718952833, 126.88714806767291 37.47973416237229, 126.88722999302098 37.47977644454673, 126.88722630038691 37.47978100004253, 126.8874778158737 37.479910798045076))"
"갑을명가시티1","19","59.2","66.5","POLYGON ((126.95742414424421 37.54722601256973, 126.95749833919045 37.547290668371026, 126.95748079186804 37.5473034288781, 126.95757543584264 37.547385913865725, 126.95764620247945 37.54733443950469, 126.95762787989078 37.5473184761368, 126.95764709135794 37.54730449988762, 126.95762503640623 37.54728527354331, 126.95767707827294 37.54724741519296, 126.95754657996014 37.54713549055658, 126.95742414424421 37.54722601256973))"
"갑을명가시티2","19","59.1","66.5","POLYGON ((126.95726573402888 37.54710695936412, 126.95729600547224 37.5470857883934, 126.95736993850915 37.54715280477652, 126.95739411920215 37.547136280619796, 126.95740213841248 37.54714277075486, 126.95742025110107 37.547130704233716, 126.95743741960761 37.547146261757355, 126.95750620383 37.547098165456255, 126.95729450466223 37.54690624724702, 126.9572452712266 37.54694067370611, 126.95725654741146 37.54695052577078, 126.95724331357526 37.54695979201278, 126.95726578634194 37.54698017185518, 126.95721672258396 37.547014598365514, 126.95724032572045 37.54703706893694, 126.95721152561346 37.54705780796974, 126.95726573402888 37.54710695936412))"
"강나루현대아파트","20","55.6","70","POLYGON ((126.85754732104263 37.560163478521524, 126.8574686127401 37.560071121268464, 126.85708646423765 37.56027554829999, 126.85716636231814 37.56036705131959, 126.85754732104263 37.560163478521524))"
"강나루현대아파트","20","55.6","70","POLYGON ((126.85710989409014 37.56039784113661, 126.85703242200036 37.56030431382323, 126.85664914089051 37.560507927153296, 126.8567281873054 37.560600735854244, 126.85672864054784 37.56060046611343, 126.85710989409014 37.56039784113661))"
"강나루현대아파트","20","55.6","70","POLYGON ((126.85654444735378 37.56069006867792, 126.85647126200945 37.56060402447122, 126.85630596278979 37.560691307301276, 126.8563785847495 37.56077599943344, 126.85654161488598 37.56069159688095, 126.85654444735378 37.56069006867792))"
"강나루현대아파트","21","58.4","73.5","POLYGON ((126.85665139876916 37.56075056619147, 126.85665117293229 37.560750295617794, 126.85654365434414 37.56080728633689, 126.85676034895457 37.56106505477123, 126.8568675282079 37.561008063441776, 126.85665139876916 37.56075056619147))"
"강나루현대아파트","21","58.4","73.5","POLYGON ((126.85719394676222 37.560477230917925, 126.85719360809202 37.56047678000956, 126.85708439000383 37.560535120630234, 126.85730335450813 37.56079018789137, 126.85741256603204 37.560735360918926, 126.85719394676222 37.560477230917925))"
"강나루현대아파트","22","61.2","77","POLYGON ((126.8579130865715 37.560662981630465, 126.857834708456 37.56056909334916, 126.85745233152146 37.56077379156477, 126.85753455628583 37.56086831547929, 126.8579130865715 37.560662981630465))"
